"MS_SubClass","MS_Zoning","Lot_Area","Street","Alley","Lot_Shape","Land_Contour","Utilities","Lot_Config","Land_Slope","Neighborhood","Condition_1","Condition_2","Bldg_Type","House_Style","Overall_Qual","Overall_Cond","Year_Built","Year_Remod/Add","Roof_Style","Roof_Matl","Exterior_1st","Exterior_2nd","Mas_Vnr_Type","Mas_Vnr_Area","Exter_Qual","Exter_Cond","Foundation","Bsmt_Qual","Bsmt_Cond","Bsmt_Exposure","BsmtFin_Type_1","BsmtFin_Type_2","Total_Bsmt_SF","Heating","Heating_QC","Central_Air","Electrical","Gr_Liv_Area","Bsmt_Full_Bath","Bsmt_Half_Bath","Full_Bath","Half_Bath","Bedroom_AbvGr","Kitchen_AbvGr","Kitchen_Qual","Functional","Fireplaces","Fireplace_Qu","Garage_Type","Garage_Finish","Garage_Cars","Garage_Area","Garage_Qual","Garage_Cond","Paved_Drive","Wood_Deck_SF","Open_Porch_SF","Enclosed_Porch","3Ssn_Porch","Screen_Porch","Pool_Area","Pool_QC","Fence","Misc_Feature","Misc_Val","Mo_Sold","Yr_Sold","Sale_Type","Sale_Condition","SalePrice","Has_Basement","Has_Garage","Has_Fireplace","Has_Pool","Has_Fence","Has_Alley","Has_MasVnr"
"120","FV",3830,"Pave","Pave",3,"Lvl",4,"Inside",3,"Somerst","Norm","Norm","TwnhsE","1Story",6,5,2008,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",280,4,3,"PConc",4,3,1,1,1,1726,"GasA",5,"Y",5,1726,0,0,2,1,2,1,4,8,1,4,"Attchd",3,2,561,3,3,3,0,254,0,0,0,0,0,0,"NA",0,1,2009,"New","Partial",222000,1,1,1,0,0,1,1
"160","RM",1890,"Pave","NA",4,"Lvl",4,"Inside",3,"BrDale","Norm","Norm","Twnhs","2Story",6,5,1973,1973,"Gable","CompShg","HdBoard","HdBoard","BrkFace",285,3,3,"CBlock",3,3,1,4,1,672,"GasA",3,"Y",5,1218,0,0,1,1,3,1,3,8,0,0,"Detchd",1,1,264,3,3,3,144,28,0,0,0,0,0,0,"NA",0,5,2007,"WD","Normal",113000,1,1,0,0,0,0,1
"060","RL",10382,"Pave","NA",3,"Lvl",4,"Corner",3,"NWAmes","PosN","Norm","1Fam","2Story",7,6,1973,1973,"Gable","CompShg","HdBoard","HdBoard","Stone",240,3,3,"CBlock",4,3,2,5,4,1107,"GasA",5,"Y",5,2090,1,0,2,1,3,1,3,8,2,3,"Attchd",2,2,484,3,3,3,235,204,228,0,0,0,0,0,"Shed",350,11,2009,"WD","Normal",2e+05,1,1,1,0,0,0,1
"020","RL",7830,"Pave","NA",3,"Lvl",4,"Inside",3,"NAmes","Norm","Norm","1Fam","1Story",5,5,1970,1970,"Gable","CompShg","HdBoard","HdBoard","None",0,3,3,"CBlock",3,3,1,1,1,1180,"GasA",3,"Y",5,1180,0,0,1,1,2,1,3,8,0,0,"Attchd",2,2,477,3,3,3,0,45,0,0,0,0,0,0,"NA",0,3,2009,"COD","Normal",128000,1,1,0,0,0,0,0
"060","FV",9000,"Pave","NA",4,"Lvl",4,"Inside",3,"Somerst","Norm","Norm","1Fam","2Story",8,5,2007,2007,"Gable","CompShg","CemntBd","CmentBd","None",0,4,3,"PConc",4,3,3,6,1,1184,"GasA",5,"Y",5,2610,0,0,2,1,4,1,5,8,1,4,"BuiltIn",3,2,550,3,3,3,208,364,0,0,0,0,0,0,"NA",0,8,2007,"New","Partial",303477,1,1,1,0,0,0,0
"020","RL",9079,"Pave","NA",3,"Lvl",4,"Inside",3,"Sawyer","Norm","Norm","1Fam","1Story",5,5,1961,1961,"Gable","CompShg","Wd Sdng","Plywood","None",0,3,3,"CBlock",3,3,1,4,1,864,"GasA",3,"Y",5,864,0,0,1,0,2,1,3,8,0,0,"Attchd",1,1,440,3,3,3,158,0,0,0,0,0,0,0,"NA",0,7,2009,"WD","Normal",122000,1,1,0,0,0,0,0
"020","RL",17140,"Pave","NA",4,"Lvl",4,"Inside",3,"Edwards","Norm","Norm","1Fam","1Story",4,6,1956,1956,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"CBlock",3,3,1,5,1,1134,"GasA",5,"Y",3,1229,0,0,1,0,3,1,3,8,0,0,"Attchd",2,1,284,3,3,3,0,0,0,0,0,0,0,0,"NA",0,4,2009,"WD","Normal",135000,1,1,0,0,0,0,0
"020","RL",11600,"Pave","NA",4,"Lvl",4,"Inside",3,"NAmes","Norm","Norm","1Fam","1Story",6,5,1960,1960,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",175,3,3,"CBlock",3,3,1,3,1,1383,"GasA",3,"Y",5,1383,0,0,1,1,3,1,3,8,0,0,"Attchd",2,1,292,3,3,3,0,45,0,0,0,0,0,0,"NA",0,4,2006,"WD","Normal",145250,1,1,0,0,0,0,1
"050","RL",21780,"Pave","NA",4,"Lvl",4,"Inside",3,"Crawfor","Norm","Norm","1Fam","2Story",6,5,1920,1950,"Gable","CompShg","Wd Sdng","Wd Shng","None",0,3,3,"PConc",3,2,1,1,1,817,"GasA",4,"Y",2,1550,0,0,1,1,3,1,3,6,1,3,"Detchd",1,1,318,3,3,2,0,0,429,0,0,0,0,3,"NA",0,9,2006,"WD","Normal",195000,1,1,1,0,1,0,0
"020","RL",8190,"Pave","NA",4,"Lvl",4,"Inside",3,"Edwards","Norm","Norm","1Fam","1Story",4,6,1954,1954,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"CBlock",3,3,1,3,1,948,"GasA",5,"Y",5,948,1,0,1,0,3,1,3,8,1,3,"Detchd",1,1,280,3,3,3,0,36,0,0,0,0,0,0,"NA",0,10,2007,"WD","Normal",119000,1,1,1,0,0,0,0
"080","RL",9434,"Pave","NA",3,"Lvl",4,"Inside",3,"Gilbert","Norm","Norm","1Fam","SLvl",7,5,2004,2005,"Gable","CompShg","WdShing","Wd Shng","None",0,4,3,"PConc",4,3,2,1,1,384,"GasA",5,"Y",5,1374,0,0,2,1,3,1,4,8,1,4,"BuiltIn",3,2,400,3,3,3,100,0,0,0,0,0,0,0,"NA",0,8,2009,"WD","Normal",170000,1,1,1,0,0,0,0
"060","RL",9317,"Pave","NA",4,"Lvl",4,"Inside",3,"SawyerW","Norm","Norm","1Fam","2Story",7,5,1994,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,4,4,"PConc",4,4,1,6,1,779,"GasA",5,"Y",5,1958,1,0,2,1,3,1,4,8,1,3,"Attchd",2,2,499,3,3,3,202,93,0,0,0,0,0,0,"NA",0,7,2007,"CWD","Normal",220000,1,1,1,0,0,0,0
"020","RL",12692,"Pave","NA",3,"Lvl",4,"Inside",3,"NoRidge","Norm","Norm","1Fam","1Story",8,5,1992,1993,"Hip","CompShg","BrkFace","BrkFace","None",0,4,3,"PConc",4,3,1,6,1,3200,"GasA",5,"Y",5,3228,1,0,3,0,4,1,4,8,1,4,"Attchd",2,2,546,3,3,3,264,75,291,0,0,0,0,0,"NA",0,5,2007,"WD","Normal",430000,1,1,1,0,0,0,0
"050","RM",6000,"Pave","NA",4,"Lvl",4,"Inside",3,"OldTown","Norm","Norm","1Fam","1.5Fin",5,7,1950,1970,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,5,"CBlock",3,3,1,4,1,768,"GasA",3,"Y",3,1328,0,0,1,1,3,1,3,8,0,0,"Detchd",1,1,308,3,3,3,0,12,0,0,0,0,0,3,"NA",0,3,2009,"WD","Normal",129500,1,1,0,0,1,0,0
"020","RL",9928,"Pave","NA",3,"Lvl",4,"CulDSac",3,"Mitchel","Norm","Norm","1Fam","1Story",7,5,1991,1992,"Gable","CompShg","HdBoard","HdBoard","None",0,3,3,"PConc",4,3,1,6,1,1454,"GasA",3,"Y",5,1478,1,0,2,0,3,1,3,8,1,3,"Attchd",1,2,506,3,3,3,114,22,0,0,0,0,0,0,"NA",0,5,2007,"WD","Normal",210000,1,1,1,0,0,0,0
"080","RL",15312,"Pave","NA",4,"Lvl",4,"Inside",3,"Sawyer","Norm","Norm","1Fam","SLvl",6,5,1960,1960,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",54,3,3,"CBlock",3,3,3,4,1,1138,"GasA",5,"Y",5,1138,0,1,1,0,3,1,3,8,1,3,"Attchd",2,2,480,3,3,3,0,0,0,0,140,0,0,3,"NA",0,3,2009,"COD","Normal",148000,1,1,1,0,1,0,1
"120","RL",2104,"Pave","NA",4,"Lvl",4,"Inside",3,"NPkVill","Norm","Norm","TwnhsE","1Story",7,6,1976,1976,"Gable","CompShg","Plywood","Brk Cmn","None",0,3,3,"CBlock",3,3,1,5,1,836,"GasA",3,"Y",5,836,0,1,1,0,2,1,3,8,0,0,"Attchd",1,1,345,3,3,3,150,20,0,0,0,0,0,0,"NA",0,10,2009,"WD","Normal",128500,1,1,0,0,0,0,0
"080","RL",9947,"Pave","NA",3,"Lvl",4,"CulDSac",3,"Mitchel","Norm","Norm","1Fam","SLvl",7,5,1990,1991,"Gable","CompShg","HdBoard","HdBoard","None",0,3,3,"PConc",4,3,3,6,1,1188,"GasA",5,"Y",5,1217,1,0,2,0,3,1,4,8,0,0,"Attchd",1,2,497,3,3,3,168,27,0,0,0,0,0,4,"NA",0,6,2009,"WD","Normal",173000,1,1,0,0,1,0,0
"075","RL",19800,"Pave","NA",4,"Lvl",4,"Inside",3,"Edwards","Norm","Norm","1Fam","2.5Unf",6,8,1935,1990,"Gable","CompShg","BrkFace","Wd Sdng","None",0,3,3,"BrkTil",3,3,1,3,1,1836,"GasA",4,"Y",5,3672,0,0,3,1,5,1,4,8,2,4,"Detchd",1,2,836,3,3,3,684,80,32,0,0,0,0,0,"NA",0,12,2006,"WD","Normal",415000,1,1,1,0,0,0,0
"060","RL",10125,"Pave","NA",4,"Lvl",4,"Inside",3,"Mitchel","Norm","Norm","1Fam","2Story",8,5,2000,2001,"Gable","CompShg","CemntBd","CmentBd","None",0,4,3,"PConc",4,3,1,5,4,1107,"GasA",5,"Y",5,2052,0,0,2,1,3,1,4,8,1,3,"BuiltIn",3,3,642,3,3,3,210,91,0,0,0,0,0,0,"NA",0,5,2009,"WD","Normal",251000,1,1,1,0,0,0,0
"060","RL",18275,"Pave","NA",3,"HLS",4,"Inside",3,"NAmes","Norm","Norm","1Fam","2Story",7,8,1962,1998,"Gable","CompShg","Plywood","Plywood","None",0,3,3,"CBlock",3,3,4,5,1,1438,"GasA",3,"Y",5,2448,1,0,3,0,3,1,3,8,2,4,"Attchd",2,2,441,3,3,3,520,102,0,0,0,0,0,0,"NA",0,9,2006,"WD","Normal",277500,1,1,1,0,0,0,0
"070","RM",5870,"Pave","NA",4,"Lvl",4,"Corner",3,"BrkSide","Feedr","Feedr","1Fam","2Story",6,9,1900,2000,"Gable","CompShg","HdBoard","HdBoard","None",0,3,4,"BrkTil",3,3,1,1,1,554,"GasA",5,"Y",5,1290,0,0,1,1,3,1,3,8,0,0,"Detchd",1,1,200,2,3,3,38,112,0,0,0,0,0,3,"Shed",400,4,2008,"WD","Normal",106900,1,1,0,0,1,0,0
"020","RL",11241,"Pave","NA",3,"Lvl",4,"CulDSac",3,"NAmes","Norm","Norm","1Fam","1Story",6,7,1970,1970,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",180,3,3,"CBlock",3,3,1,5,1,1004,"GasA",5,"Y",5,1004,1,0,1,0,2,1,3,8,1,3,"Attchd",3,2,480,3,3,3,0,0,0,0,0,0,0,0,"Shed",700,3,2010,"WD","Normal",149000,1,1,1,0,0,0,1
"120","RL",3196,"Pave","NA",4,"Lvl",4,"Inside",3,"Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2003,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",18,4,3,"PConc",4,3,4,1,1,1374,"GasA",5,"Y",5,1557,0,0,2,0,2,1,4,8,1,3,"Attchd",3,2,420,3,3,3,143,20,0,0,0,0,0,0,"NA",0,10,2006,"WD","Normal",234000,1,1,1,0,0,0,1
"060","RL",10000,"Pave","NA",4,"Lvl",4,"Inside",3,"CollgCr","Norm","Norm","1Fam","2Story",8,5,1995,1996,"Gable","CompShg","VinylSd","VinylSd","BrkFace",438,4,3,"PConc",4,3,1,6,1,1220,"GasA",5,"Y",5,2090,1,0,2,1,3,1,4,8,1,3,"Attchd",2,2,556,3,3,3,0,65,0,0,0,0,0,0,"NA",0,12,2007,"WD","Normal",240000,1,1,1,0,0,0,1
"050","RM",8520,"Pave","Grvl",4,"Lvl",4,"Inside",3,"OldTown","Artery","Norm","1Fam","1.5Fin",6,7,1916,1950,"Gable","CompShg","Stucco","Stucco","None",0,3,4,"BrkTil",3,3,1,3,2,714,"GasW",3,"N",5,2526,0,0,2,0,5,1,4,8,1,4,"Detchd",1,1,216,3,3,3,88,15,0,0,0,0,0,2,"NA",0,8,2007,"CWD","Family",136000,1,1,1,0,1,1,0
"060","RL",11065,"Pave","NA",3,"Lvl",4,"Inside",3,"NridgHt","Norm","Norm","1Fam","2Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",788,4,3,"PConc",4,3,2,1,1,1085,"GasA",5,"Y",5,1970,0,0,2,1,3,1,5,8,1,4,"BuiltIn",3,3,753,3,3,3,177,74,0,0,0,0,0,0,"NA",0,10,2006,"New","Partial",281000,1,1,1,0,0,0,1
"020","RL",12182,"Pave","NA",4,"Lvl",4,"Corner",3,"NridgHt","Norm","Norm","1Fam","1Story",7,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",226,4,3,"PConc",4,3,2,4,1,1541,"GasA",5,"Y",5,1541,0,0,2,0,3,1,4,8,1,4,"Attchd",2,2,532,3,3,3,0,70,0,0,0,0,0,0,"NA",0,5,2010,"New","Partial",220000,1,1,1,0,0,0,1
"020","RL",9158,"Pave","NA",4,"Lvl",4,"Inside",3,"Somerst","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","CemntBd","CmentBd","Stone",140,4,3,"PConc",4,3,3,1,1,1496,"GasA",5,"Y",5,1496,0,0,2,0,3,1,4,8,0,0,"Attchd",3,2,474,3,3,3,168,130,0,0,0,0,0,0,"NA",0,6,2007,"New","Partial",225000,1,1,0,0,0,0,1
"020","RL",11202,"Pave","NA",3,"Lvl",4,"Inside",3,"Timber","Norm","Norm","1Fam","1Story",8,5,2003,2003,"Hip","CompShg","VinylSd","VinylSd","BrkFace",206,4,3,"PConc",5,3,3,6,1,1432,"GasA",5,"Y",5,1440,1,0,2,0,3,1,4,8,1,3,"Attchd",3,2,467,3,3,3,185,95,0,0,0,0,0,0,"NA",0,6,2008,"WD","Normal",232500,1,1,1,0,0,0,1
"060","RL",12460,"Pave","NA",3,"Lvl",4,"FR2",3,"Gilbert","RRAn","Norm","1Fam","2Story",7,5,1999,2000,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,1,6,1,1037,"GasA",5,"Y",5,2322,0,0,2,1,4,1,3,8,1,3,"BuiltIn",3,2,400,3,3,3,144,44,0,0,0,0,0,0,"NA",0,5,2008,"WD","Normal",225000,1,1,1,0,0,0,0
"020","RL",8430,"Pave","NA",4,"HLS",4,"Inside",2,"CollgCr","Norm","Norm","1Fam","1Story",5,5,1978,1978,"Gable","CompShg","HdBoard","HdBoard","BrkFace",136,3,3,"CBlock",4,3,1,3,1,1040,"GasA",3,"Y",5,1040,0,0,2,0,3,1,3,8,0,0,"NA",0,0,0,0,0,3,0,0,0,0,0,0,0,0,"NA",0,8,2009,"WD","Normal",124000,1,0,0,0,0,0,1
"050","RM",10440,"Pave","Grvl",4,"Lvl",4,"Corner",3,"OldTown","Norm","Norm","1Fam","1.5Fin",6,7,1920,1950,"Gable","CompShg","BrkFace","Wd Sdng","None",0,4,4,"BrkTil",4,3,1,2,1,1510,"GasW",5,"Y",5,2792,0,0,2,0,5,1,3,5,2,3,"Detchd",1,2,520,2,3,3,0,547,0,0,480,0,0,3,"Shed",1150,6,2008,"WD","Normal",256000,1,1,1,0,1,1,0
"160","FV",2544,"Pave","Pave",4,"Lvl",4,"Inside",3,"Somerst","Norm","Norm","Twnhs","2Story",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",216,4,3,"PConc",4,3,1,6,1,600,"GasA",5,"Y",5,1236,1,0,2,1,2,1,4,8,0,0,"Detchd",2,2,480,3,3,3,0,166,0,0,0,0,0,0,"NA",0,5,2010,"WD","Normal",152000,1,1,0,0,0,1,1
"020","RL",7943,"Pave","NA",4,"Lvl",4,"Inside",3,"Sawyer","Feedr","Norm","1Fam","1Story",4,5,1961,1961,"Gable","CompShg","VinylSd","VinylSd","BrkCmn",192,3,2,"CBlock",3,3,2,3,1,1029,"GasA",4,"Y",5,1029,1,0,1,0,3,1,3,8,0,0,"Attchd",1,1,261,3,3,3,64,0,39,0,0,0,0,0,"NA",0,4,2007,"WD","Normal",118500,1,1,0,0,0,0,1
"060","RL",9205,"Pave","NA",3,"Lvl",4,"Inside",3,"NoRidge","Norm","Norm","1Fam","2Story",6,5,1990,1991,"Hip","CompShg","HdBoard","HdBoard","BrkFace",304,4,3,"PConc",4,3,1,5,1,930,"GasA",5,"Y",5,2683,1,0,2,1,4,1,4,8,2,4,"Attchd",2,2,473,3,3,3,237,251,0,0,196,0,0,0,"NA",0,6,2008,"WD","Normal",290000,1,1,1,0,0,0,1
"060","RL",21930,"Pave","NA",1,"Lvl",4,"Inside",3,"Gilbert","RRAn","Norm","1Fam","2Story",5,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,4,3,1,1,732,"GasA",5,"Y",5,1838,0,0,2,1,4,1,3,8,1,4,"BuiltIn",3,2,372,3,3,3,100,40,0,0,0,0,0,0,"NA",0,7,2006,"WD","Normal",192140,1,1,1,0,0,0,0
"080","RL",10970,"Pave","NA",3,"Low",4,"Inside",2,"CollgCr","Norm","Norm","1Fam","SLvl",6,6,1978,1978,"Gable","CompShg","Plywood","HdBoard","None",0,3,3,"CBlock",4,4,4,6,2,940,"GasA",3,"Y",5,1026,1,0,1,0,3,1,3,8,0,0,"Detchd",1,2,576,3,2,3,0,0,34,0,0,0,0,3,"NA",0,10,2008,"WD","Normal",147000,1,1,0,0,1,0,0
"070","RL",8969,"Pave","NA",4,"Bnk",4,"Inside",3,"Crawfor","Norm","Norm","1Fam","2Story",6,6,1926,1950,"Gambrel","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"BrkTil",3,3,1,4,1,644,"GasA",5,"Y",5,1316,1,0,1,0,2,1,3,8,1,4,"Detchd",1,1,369,3,3,2,0,0,0,0,192,0,0,3,"NA",0,7,2008,"WD","Normal",145000,1,1,1,0,1,0,0
"020","RL",6400,"Pave","NA",4,"Lvl",4,"Inside",3,"Edwards","Norm","Norm","1Fam","1Story",5,7,1959,2000,"Gable","CompShg","WdShing","Wd Shng","None",0,3,3,"CBlock",3,3,3,3,5,960,"GasA",5,"Y",5,960,1,0,1,0,2,1,2,8,0,0,"Detchd",1,1,392,3,3,3,144,0,35,0,0,0,0,0,"NA",0,12,2007,"WD","Normal",131750,1,1,0,0,0,0,0
"060","RL",13215,"Pave","NA",3,"Lvl",4,"Corner",3,"NridgHt","Norm","Norm","1Fam","2Story",8,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",112,4,3,"PConc",4,3,1,6,1,1420,"GasA",5,"Y",5,1914,1,0,2,1,3,1,4,8,1,3,"BuiltIn",2,3,746,3,3,3,168,127,0,0,0,0,0,0,"NA",0,2,2006,"WD","Normal",279000,1,1,1,0,0,0,1
"050","RM",8398,"Pave","Grvl",4,"Lvl",4,"Inside",3,"OldTown","Norm","Norm","1Fam","1.5Fin",6,8,1910,1990,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"CBlock",4,4,1,4,1,926,"GasA",3,"Y",5,1650,0,0,2,0,3,1,3,8,0,0,"Detchd",1,2,468,3,3,1,128,103,0,0,0,0,0,0,"NA",0,11,2007,"WD","Normal",144100,1,1,0,0,0,1,0
"190","RH",6048,"Pave","NA",4,"Lvl",4,"Corner",3,"SWISU","Artery","Norm","2fmCon","1.5Fin",5,7,1910,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,4,"BrkTil",3,3,2,2,1,856,"GasA",4,"Y",5,1680,1,0,2,0,2,2,3,8,1,4,"Detchd",1,2,450,3,2,2,56,144,0,0,0,0,0,0,"NA",0,6,2010,"COD","Normal",114900,1,1,1,0,0,0,0
"060","RL",15611,"Pave","NA",4,"Lvl",4,"Inside",3,"CollgCr","Norm","Norm","1Fam","2Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,3,1,1,1079,"GasA",5,"Y",5,1919,0,0,2,1,3,1,4,8,1,4,"Attchd",2,2,685,4,3,3,0,51,0,0,0,0,0,0,"NA",0,7,2006,"New","Partial",233230,1,1,1,0,0,0,0
"020","RL",10800,"Pave","NA",4,"Lvl",4,"Inside",3,"NWAmes","Norm","Norm","1Fam","1Story",6,5,1963,1963,"Gable","CompShg","HdBoard","HdBoard","BrkFace",203,3,3,"CBlock",3,3,1,4,3,1052,"GasA",3,"Y",5,1052,1,0,1,0,3,1,3,8,0,0,"Attchd",3,1,311,3,3,3,0,133,0,0,0,0,0,0,"NA",0,2,2007,"COD","Normal",127000,1,1,0,0,0,0,1
"030","RM",6180,"Pave","NA",4,"Lvl",4,"Corner",3,"BrkSide","Norm","Norm","1Fam","1Story",6,5,1926,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"BrkTil",3,3,1,1,1,960,"GasA",3,"N",5,986,0,0,1,0,2,1,3,8,1,4,"Detchd",1,1,180,3,3,3,0,128,0,0,0,0,0,0,"NA",0,5,2007,"WD","Normal",102000,1,1,1,0,0,0,0
"060","RL",10562,"Pave","NA",4,"Lvl",4,"Inside",3,"NridgHt","Norm","Norm","1Fam","2Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",300,4,3,"PConc",5,3,1,6,1,1582,"GasA",5,"Y",5,2161,1,0,1,1,3,1,5,8,1,4,"Attchd",3,3,789,3,3,3,178,120,0,0,0,0,0,0,"NA",0,11,2007,"New","Partial",325624,1,1,1,0,0,0,1
"070","RL",7000,"Pave","NA",4,"Lvl",4,"Inside",3,"SWISU","Feedr","Norm","1Fam","2Story",7,8,1926,1997,"Gable","CompShg","Wd Sdng","Stucco","None",0,3,3,"BrkTil",3,3,1,5,1,624,"GasA",5,"Y",5,1479,1,0,1,0,3,1,4,8,2,4,"Detchd",1,1,312,3,3,3,530,0,56,0,0,0,0,3,"NA",0,5,2006,"WD","Normal",160000,1,1,1,0,1,0,0
"060","RL",9240,"Pave","NA",4,"Lvl",4,"Inside",3,"CollgCr","Norm","Norm","1Fam","2Story",8,5,2001,2002,"Gable","CompShg","VinylSd","VinylSd","BrkFace",396,4,3,"PConc",4,3,1,1,1,1055,"GasA",5,"Y",5,2263,0,0,2,1,3,1,4,8,1,3,"BuiltIn",3,2,905,3,3,3,0,45,0,0,189,0,0,0,"NA",0,9,2008,"WD","Normal",287000,1,1,1,0,0,0,1
"060","RL",8834,"Pave","NA",4,"Lvl",4,"Inside",3,"NridgHt","Norm","Norm","1Fam","2Story",9,5,2004,2005,"Hip","CompShg","VinylSd","VinylSd","Stone",216,4,3,"PConc",5,3,1,6,1,1462,"GasA",5,"Y",5,2224,1,0,2,1,4,1,5,8,1,4,"Attchd",3,3,738,3,3,3,184,0,0,0,0,0,0,0,"NA",0,6,2009,"WD","Normal",350000,1,1,1,0,0,0,1
"020","RL",9600,"Pave","NA",4,"Lvl",4,"Inside",3,"NAmes","Norm","Norm","1Fam","1Story",5,6,1960,1960,"Gable","CompShg","MetalSd","MetalSd","BrkFace",203,2,2,"CBlock",3,3,1,3,1,1296,"GasA",3,"Y",5,1496,0,0,2,0,3,1,4,8,0,0,"Attchd",2,2,450,3,3,3,0,22,0,0,0,0,0,3,"NA",0,2,2008,"WD","Normal",141500,1,1,0,0,1,0,1
"050","RM",6240,"Pave","NA",4,"Lvl",4,"Inside",3,"BrkSide","Norm","Norm","1Fam","1.5Fin",4,5,1947,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,3,3,"Slab",0,0,0,0,0,0,"GasA",4,"N",5,912,0,0,1,0,2,1,3,8,0,0,"NA",0,0,0,0,0,1,0,0,0,0,0,0,0,0,"NA",0,7,2006,"WD","Normal",80500,0,0,0,0,0,0,0
"020","RL",9571,"Pave","NA",4,"Lvl",4,"Inside",3,"Edwards","Norm","Norm","1Fam","1Story",5,6,1956,1956,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"CBlock",3,3,3,4,1,1144,"GasA",3,"Y",5,1144,1,0,1,0,3,1,3,8,0,0,"Attchd",1,1,596,3,3,3,44,0,0,0,0,0,0,0,"NA",0,6,2010,"WD","Normal",129000,1,1,0,0,0,0,0
"190","RL",6221,"Pave","NA",3,"Lvl",4,"Inside",3,"Crawfor","Norm","Norm","2fmCon","1.5Fin",5,5,1941,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"CBlock",3,2,1,2,1,728,"GasA",5,"Y",5,1355,0,0,2,0,3,1,3,8,0,0,"Detchd",1,2,528,3,3,3,0,0,0,0,144,0,0,3,"NA",0,10,2007,"WD","Normal",140000,1,1,0,0,1,0,0
"060","RL",11700,"Pave","NA",4,"Lvl",4,"Inside",3,"NWAmes","RRAn","Norm","1Fam","2Story",6,6,1968,1968,"Gable","CompShg","MetalSd","MetalSd","None",0,3,3,"CBlock",3,3,1,3,1,727,"GasA",5,"Y",5,1556,0,0,1,1,4,1,3,8,0,0,"Attchd",1,2,441,3,3,3,0,0,0,0,0,0,0,0,"NA",0,5,2009,"WD","Normal",154000,1,1,0,0,0,0,0
"020","RL",10434,"Pave","NA",4,"Lvl",4,"Inside",3,"NAmes","Norm","Norm","1Fam","1Story",4,5,1955,1955,"Gable","CompShg","Plywood","Plywood","None",0,3,3,"CBlock",3,3,1,1,1,1005,"GasA",3,"Y",5,1005,0,0,1,0,2,1,2,8,1,3,"Detchd",1,2,672,2,2,3,0,0,0,0,0,0,0,0,"NA",0,11,2009,"WD","Normal",115000,1,1,1,0,0,0,0
"090","RL",6979,"Pave","NA",4,"Lvl",4,"Inside",3,"OldTown","Norm","Norm","Duplex","SFoyer",6,5,1980,1980,"Gable","CompShg","Plywood","Plywood","None",0,3,3,"CBlock",3,3,1,6,1,1056,"GasA",4,"Y",5,1056,2,0,0,0,0,2,3,8,0,0,"Detchd",1,2,576,3,3,3,264,56,0,0,0,0,0,4,"Shed",600,6,2010,"WD","Normal",144000,1,1,0,0,1,0,0
"120","RL",6442,"Pave","NA",3,"Lvl",4,"Inside",3,"NridgHt","Norm","Norm","TwnhsE","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",178,4,3,"PConc",4,4,2,6,1,1370,"GasA",5,"Y",5,1370,0,0,2,0,2,1,4,8,1,4,"Attchd",2,2,484,3,3,3,120,49,0,0,0,0,0,0,"NA",0,10,2007,"WD","Normal",202500,1,1,1,0,0,0,1
"060","RL",11643,"Pave","NA",3,"Lvl",4,"Inside",3,"NridgHt","Norm","Norm","1Fam","2Story",8,5,2005,2006,"Hip","CompShg","MetalSd","MetalSd","BrkFace",142,4,3,"PConc",5,3,3,6,1,1524,"GasA",5,"Y",5,2358,1,0,2,1,4,1,5,8,1,4,"BuiltIn",3,3,784,3,3,3,120,34,0,0,0,0,0,0,"NA",0,8,2006,"New","Partial",329900,1,1,1,0,0,0,1
